id,nome,ultimo_status,ultima_execucao,taxa_sucesso_pct,coletado_em
3513df64-a6a5-484d-abe6-0f8bd12a704e,Google Sheets - Movimentação Consultor - Consultoria → Snowflake - RAW - MOVIMENTAÇÃO DE CONSULTOR,success,2026-08-27T09:00:03Z,100.0,2026-08-27T14:20:47.417772+00:00
32f462c9-79f6-41c3-8539-2f3e4b3ef71c,Google Sheets - Movimentação de Consultor → Snowflake - Cadastro Consultoria,success,2026-06-03T14:47:20Z,100.0,2026-08-27T14:20:47.417775+00:00
ceba8008-0786-4211-ba9b-6c20d1374502,Google Sheets - PEERS_FUNDS_SUNO → Snowflake - RAW_SUNO_LEGADO - ASSET,success,2026-08-27T21:15:01Z,99.5,2026-08-27T22:07:25.139189+00:00
59d8b9df-c0e3-4e5c-8d48-95afb61df238,Supabase → Snowflake - RAW_SUNO_LEGADO - SUNO_CODE,success,2026-08-27T21:00:01Z,99.7,2026-08-27T22:07:25.139209+00:00
809885d2-aa39-414d-a4e5-c680bd445f8b,Google Sheets - Equipe → Snowflake RAW_SUNO_LEGADO - ASSESSORIA,success,2026-08-27T15:00:04Z,100.0,2026-08-27T22:07:25.139214+00:00
76041c8e-372a-48f6-8c6c-c8cd17ad5cde,Google Sheets - CANAL VS LEAD → Snowflake - RAW_MARKETING - MARKETING,success,2026-08-27T16:00:01Z,100.0,2026-08-27T22:07:25.139217+00:00
d7c2d4ae-ffc2-4141-b0e3-c968cdbec711,Google Sheets - BASES CS4 - Acompanhamento Produção Emissão → Snowflake RAW_SUNO_LEGADO - ASSESSORIA,success,2026-08-27T15:00Z,100.0,2026-08-27T22:07:25.139221+00:00
237199f0-4810-4613-8229-c6904f3b57e3,Google Sheets - META_LEADS → Snowflake - RAW_MARKETING - MARKETING,success,2026-08-27T19:00Z,100.0,2026-08-27T22:07:25.139224+00:00
32ef74b7-bf18-460b-91fc-f34b1e1de958,PAYMENTS - PG_SUNO - SNOW_RAW_SUNO_LEGADO,success,2026-08-27T19:00Z,99.4,2026-08-27T22:07:25.139226+00:00
1d0b3025-c7a6-4d41-b3a6-dd7039dac570,Google Sheets - METAS_DIA_CANAL_ACAO → Snowflake - RAW_MARKETING - MARKETING,success,2026-08-27T19:30Z,99.7,2026-08-27T22:07:25.139236+00:00
